label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62
Q,0.0,0.0,0.0,0.2168577015399933,0.07175736129283905,-0.09666334092617035,0.45354175567626953,0.08050032705068588,-0.21175919473171234,0.6254620552062988,0.19440734386444092,-0.3371761739253998,0.7465372085571289,0.3677156865596771,-0.4521719217300415,0.6876148581504822,-0.6490893363952637,-0.08643203228712082,0.8370363116264343,-0.5021091103553772,-0.25721392035484314,0.9006062150001526,-0.30355730652809143,-0.36090150475502014,0.9282296895980835,-0.12617412209510803,-0.41169047355651855,0.5444791316986084,-0.8299457430839539,-0.12137743830680847,0.6831826567649841,-0.5047612190246582,-0.28035932779312134,0.5364190340042114,-0.20711109042167664,-0.31360530853271484,0.45185285806655884,-0.1758650839328766,-0.2999209761619568,0.3591969311237335,-0.8930036425590515,-0.1772976666688919,0.4294811189174652,-0.4896664023399353,-0.32617026567459106,0.3177186846733093,-0.2506667375564575,-0.30395981669425964,0.2625006437301636,-0.2841005027294159,-0.25173795223236084,0.16068154573440552,-0.8774798512458801,-0.24526473879814148,0.20555825531482697,-0.523231029510498,-0.31756287813186646,0.14333900809288025,-0.3234884738922119,-0.2763547897338867,0.10349375754594803,-0.35474321246147156,-0.22115439176559448
Q,0.0,0.0,0.0,0.21123620867729187,0.07719453424215317,-0.10229654610157013,0.4466904103755951,0.08972343802452087,-0.21791870892047882,0.6197926998138428,0.2045518457889557,-0.3428751230239868,0.7468690276145935,0.37365320324897766,-0.4568195641040802,0.6918505430221558,-0.6449503302574158,-0.08780578523874283,0.8408013582229614,-0.5004037022590637,-0.26232773065567017,0.9002390503883362,-0.30430635809898376,-0.3686726987361908,0.9224920272827148,-0.12587733566761017,-0.4199923276901245,0.5500931143760681,-0.82635098695755,-0.12058831006288528,0.6815282702445984,-0.5087863206863403,-0.28462889790534973,0.535000205039978,-0.20562727749347687,-0.320668488740921,0.4487752616405487,-0.15961501002311707,-0.3072798252105713,0.363621324300766,-0.8914523720741272,-0.17557917535305023,0.42693862318992615,-0.49172481894493103,-0.3301418721675873,0.3135579824447632,-0.24676190316677094,-0.31087854504585266,0.2569834589958191,-0.26804837584495544,-0.25853583216667175,0.1632702350616455,-0.8774831891059875,-0.24301716685295105,0.20348194241523743,-0.5242852568626404,-0.320571631193161,0.13888590037822723,-0.3185136020183563,-0.2830166816711426,0.09860077500343323,-0.34146249294281006,-0.2289799302816391
Q,0.0,0.0,0.0,0.2046889215707779,0.06897877156734467,-0.10090847313404083,0.4320775866508484,0.0758354663848877,-0.21473322808742523,0.5987826585769653,0.1853027045726776,-0.33777162432670593,0.7307271361351013,0.3499967157840729,-0.449344664812088,0.6830800175666809,-0.6492804288864136,-0.08647910505533218,0.829466700553894,-0.5146381258964539,-0.2590155601501465,0.8857548832893372,-0.3161419630050659,-0.36337876319885254,0.9056940078735352,-0.1374966949224472,-0.41370755434036255,0.5422865748405457,-0.8316739201545715,-0.11934702098369598,0.6719339489936829,-0.5186891555786133,-0.2807297110557556,0.5276432037353516,-0.2145034372806549,-0.31539806723594666,0.4436218738555908,-0.16901534795761108,-0.3018173575401306,0.3558439016342163,-0.8964455723762512,-0.17444150149822235,0.4150428771972656,-0.5008546710014343,-0.32681578397750854,0.30328986048698425,-0.25555533170700073,-0.3068791627883911,0.24823947250843048,-0.275709331035614,-0.2549656927585602,0.15428060293197632,-0.8799206614494324,-0.24189922213554382,0.1905171126127243,-0.5306347012519836,-0.31994739174842834,0.1279779076576233,-0.3225903809070587,-0.2832750380039215,0.08969124406576157,-0.3414747714996338,-0.22999241948127747
Q,0.0,0.0,0.0,0.19668200612068176,0.06501816213130951,-0.10685314238071442,0.41596612334251404,0.07361894100904465,-0.22650457918643951,0.5824169516563416,0.18080012500286102,-0.3545587658882141,0.7156295776367188,0.3466425836086273,-0.47020286321640015,0.6730136275291443,-0.6539415717124939,-0.08877117931842804,0.8150982856750488,-0.5303758978843689,-0.26619789004325867,0.8763441443443298,-0.33501026034355164,-0.3747529089450836,0.8966897130012512,-0.15273229777812958,-0.427010178565979,0.5324337482452393,-0.8378827571868896,-0.12027830630540848,0.6632936596870422,-0.5388606190681458,-0.28683921694755554,0.5251820683479309,-0.22068557143211365,-0.324205219745636,0.44268012046813965,-0.1615053117275238,-0.3108856678009033,0.3463258147239685,-0.9027064442634583,-0.17495788633823395,0.40738341212272644,-0.5211204886436462,-0.3295808732509613,0.30095788836479187,-0.26391729712486267,-0.30769285559654236,0.248722106218338,-0.2747456431388855,-0.2535218596458435,0.145172581076622,-0.8832982182502747,-0.2426944375038147,0.18290457129478455,-0.5453953146934509,-0.31916505098342896,0.1240876317024231,-0.33673715591430664,-0.28016233444213867,0.089272141456604,-0.3547198176383972,-0.2253909558057785
Q,0.0,0.0,0.0,0.19450607895851135,0.07145646214485168,-0.11408063769340515,0.41507476568222046,0.08660952001810074,-0.24024604260921478,0.585124671459198,0.1932060867547989,-0.3741872012615204,0.7270035743713379,0.35996997356414795,-0.49391233921051025,0.6813013553619385,-0.6410112380981445,-0.09331139177083969,0.8308123350143433,-0.5226912498474121,-0.2818450331687927,0.8949128985404968,-0.3329721689224243,-0.39463895559310913,0.9069212675094604,-0.14482417702674866,-0.4456402063369751,0.542294979095459,-0.8311825394630432,-0.12268517166376114,0.6800551414489746,-0.5393060445785522,-0.2997290790081024,0.5358982086181641,-0.2108290195465088,-0.3354838788509369,0.4476633369922638,-0.141219824552536,-0.31524884700775146,0.3567480444908142,-0.9013888239860535,-0.17727215588092804,0.41355636715888977,-0.5159738659858704,-0.33977553248405457,0.3019278943538666,-0.2583847641944885,-0.3148663341999054,0.24963347613811493,-0.2688371241092682,-0.25417566299438477,0.1551348716020584,-0.888883650302887,-0.24550676345825195,0.1881297528743744,-0.550316333770752,-0.32355034351348877,0.12745659053325653,-0.34121954441070557,-0.2817917466163635,0.09589672833681107,-0.3603684902191162,-0.22276917099952698
Q,0.0,0.0,0.0,0.18888235092163086,0.06458730250597,-0.11783438920974731,0.3982361853122711,0.0776975154876709,-0.24636858701705933,0.5596276521682739,0.18201115727424622,-0.3817901015281677,0.6959477663040161,0.34607699513435364,-0.5037769675254822,0.6696270704269409,-0.6471694111824036,-0.09829656779766083,0.811093270778656,-0.5326240062713623,-0.28386756777763367,0.872175395488739,-0.34187668561935425,-0.3973330557346344,0.8852869272232056,-0.15836864709854126,-0.45126256346702576,0.529580295085907,-0.8388124704360962,-0.1262471079826355,0.6630272269248962,-0.5544040203094482,-0.3015442490577698,0.5253472924232483,-0.22575251758098602,-0.34250494837760925,0.4404134750366211,-0.15974628925323486,-0.32849904894828796,0.3434484601020813,-0.9091669917106628,-0.17854245007038116,0.3987187445163727,-0.5379918813705444,-0.33904650807380676,0.2919275164604187,-0.2745288014411926,-0.3173811435699463,0.2385047823190689,-0.2828197479248047,-0.26096808910369873,0.14040175080299377,-0.8928678035736084,-0.2446761131286621,0.17072026431560516,-0.5632644295692444,-0.32406672835350037,0.11476444453001022,-0.35406240820884705,-0.2853725552558899,0.08249589800834656,-0.37282851338386536,-0.2296449840068817
Q,0.0,0.0,0.0,0.18269920349121094,0.070466049015522,-0.13025671243667603,0.38700395822525024,0.08444312959909439,-0.2688083052635193,0.5490216016769409,0.18322645127773285,-0.4139520823955536,0.6858638525009155,0.3490533232688904,-0.5427793264389038,0.6853749752044678,-0.6264622807502747,-0.10347079485654831,0.824554979801178,-0.5311710834503174,-0.29966628551483154,0.8794913291931152,-0.35086143016815186,-0.41047433018684387,0.8725407719612122,-0.16534195840358734,-0.45683032274246216,0.5454439520835876,-0.8283097743988037,-0.12803830206394196,0.6650249361991882,-0.5581343173980713,-0.31324708461761475,0.519986629486084,-0.2296273112297058,-0.34886685013771057,0.4338308572769165,-0.16542093455791473,-0.32494065165519714,0.3573702573776245,-0.9102105498313904,-0.18037058413028717,0.39475032687187195,-0.5425074100494385,-0.3506970703601837,0.28521087765693665,-0.27670249342918396,-0.3250187933444977,0.237691268324852,-0.2832757532596588,-0.26145896315574646,0.1506764143705368,-0.9032283425331116,-0.24797423183918,0.16348890960216522,-0.5691319704055786,-0.3337275981903076,0.1086515411734581,-0.3517844080924988,-0.29577428102493286,0.08695612102746964,-0.3662738502025604,-0.23731565475463867
Q,0.0,0.0,0.0,0.17848101258277893,0.06605925410985947,-0.13685446977615356,0.37811294198036194,0.07415557652711868,-0.2767561376094818,0.5362043976783752,0.16672475636005402,-0.4213368892669678,0.673462986946106,0.3235975205898285,-0.548859715461731,0.6757033467292786,-0.6374337077140808,-0.10607121139764786,0.8080304861068726,-0.5422154068946838,-0.30351516604423523,0.8633247017860413,-0.3622521162033081,-0.4152531921863556,0.8571768999099731,-0.17063568532466888,-0.46091291308403015,0.5344140529632568,-0.835818886756897,-0.12573151290416718,0.6535444259643555,-0.5714484453201294,-0.3120933473110199,0.5087198615074158,-0.24255569279193878,-0.34526151418685913,0.42497217655181885,-0.1710253208875656,-0.3173397481441498,0.3478187024593353,-0.9181497693061829,-0.17435763776302338,0.384137898683548,-0.5525310039520264,-0.3438893258571625,0.27472689747810364,-0.2912690043449402,-0.31627196073532104,0.22708646953105927,-0.2940996587276459,-0.24957416951656342,0.14182446897029877,-0.9093966484069824,-0.23897969722747803,0.15523003041744232,-0.5839246511459351,-0.32305899262428284,0.1011018455028534,-0.37383952736854553,-0.28533342480659485,0.07977097481489182,-0.38864022493362427,-0.2261476367712021
Q,0.0,0.0,0.0,0.1781267672777176,0.06864387542009354,-0.13752633333206177,0.37987449765205383,0.07889460772275925,-0.2791293263435364,0.5403696298599243,0.1699480414390564,-0.42570003867149353,0.6776130795478821,0.32831770181655884,-0.5549642443656921,0.6769001483917236,-0.6316354870796204,-0.10601571202278137,0.8114956617355347,-0.5408972501754761,-0.3043358027935028,0.8699201345443726,-0.36046913266181946,-0.41300076246261597,0.8671633005142212,-0.1664353907108307,-0.4556044638156891,0.5385243892669678,-0.8330895900726318,-0.12630575895309448,0.6650714874267578,-0.5673409700393677,-0.3140413165092468,0.5125499367713928,-0.23640824854373932,-0.34395772218704224,0.42555373907089233,-0.17123708128929138,-0.31182998418807983,0.35373005270957947,-0.918525218963623,-0.17591871321201324,0.3952571749687195,-0.5521770715713501,-0.348024845123291,0.27968963980674744,-0.2894575297832489,-0.3172660171985626,0.2314385622739792,-0.29587143659591675,-0.2469748705625534,0.14831088483333588,-0.9158859252929688,-0.24153096973896027,0.16453544795513153,-0.5931304097175598,-0.32652559876441956,0.10828396677970886,-0.37458497285842896,-0.285454124212265,0.08867763727903366,-0.3826347291469574,-0.22291068732738495
Q,0.0,0.0,0.0,0.1742102950811386,0.06561168283224106,-0.1367635577917099,0.37439268827438354,0.07519214600324631,-0.27730593085289,0.5327067971229553,0.1679539680480957,-0.42265933752059937,0.6680604815483093,0.3213002383708954,-0.5504556894302368,0.6695488095283508,-0.6360751390457153,-0.10651446133852005,0.8068568110466003,-0.5495362877845764,-0.30507299304008484,0.8635815382003784,-0.3648967742919922,-0.415022611618042,0.8578054308891296,-0.1685313880443573,-0.4584800601005554,0.5311702489852905,-0.8376802802085876,-0.12708236277103424,0.6584670543670654,-0.5728247165679932,-0.315900593996048,0.5071470737457275,-0.24115437269210815,-0.34828805923461914,0.4192963242530823,-0.17560024559497833,-0.31819596886634827,0.3463936150074005,-0.9221741557121277,-0.1766701340675354,0.3892107307910919,-0.5576788783073425,-0.34922781586647034,0.2745177745819092,-0.29470324516296387,-0.3202848434448242,0.2250119000673294,-0.30240342020988464,-0.25138917565345764,0.14083842933177948,-0.9182050228118896,-0.2419622540473938,0.16011518239974976,-0.5988625884056091,-0.32749196887016296,0.10524264723062515,-0.382537305355072,-0.28696298599243164,0.08446402102708817,-0.3935726583003998,-0.22487583756446838
Q,0.0,0.0,0.0,0.17540590465068817,0.07161308079957962,-0.1391965001821518,0.3779323399066925,0.0822926014661789,-0.2786372900009155,0.5380675792694092,0.1746348738670349,-0.42213594913482666,0.6740759611129761,0.3378354012966156,-0.5480900406837463,0.6763529777526855,-0.6311443448066711,-0.10604506731033325,0.815575897693634,-0.5435799360275269,-0.30462655425071716,0.8711187243461609,-0.3604033887386322,-0.4151180386543274,0.8663952946662903,-0.16695193946361542,-0.4591015577316284,0.5383076667785645,-0.8334458470344543,-0.12487142533063889,0.6646040081977844,-0.5715199112892151,-0.31420615315437317,0.5145890712738037,-0.23838691413402557,-0.34757062792778015,0.4259733259677887,-0.1659678965806961,-0.3179396092891693,0.3524799346923828,-0.9193999767303467,-0.17306655645370483,0.3951876163482666,-0.5560604929924011,-0.3466796875,0.279487282037735,-0.290449321269989,-0.3195408880710602,0.2291397750377655,-0.29083290696144104,-0.25113609433174133,0.14686255156993866,-0.9167205095291138,-0.23721759021282196,0.1652027815580368,-0.5969358086585999,-0.323504775762558,0.10839272290468216,-0.3763710558414459,-0.28476428985595703,0.08781171590089798,-0.3815683126449585,-0.22362542152404785
Q,0.0,0.0,0.0,0.17560634016990662,0.06881974637508392,-0.13624389469623566,0.3799562454223633,0.08199452608823776,-0.2740691006183624,0.5401791930198669,0.17627765238285065,-0.41614842414855957,0.6755598783493042,0.3306003212928772,-0.5412400364875793,0.6737697124481201,-0.6339625716209412,-0.10580028593540192,0.8118967413902283,-0.5428879261016846,-0.3039180040359497,0.867542028427124,-0.357538104057312,-0.41620343923568726,0.863438606262207,-0.16172710061073303,-0.4616612195968628,0.5359072685241699,-0.8348487019538879,-0.12582136690616608,0.6626055836677551,-0.568135678768158,-0.315338134765625,0.513989269733429,-0.2347467988729477,-0.3513636589050293,0.42466557025909424,-0.1570715457201004,-0.3239944279193878,0.3502674996852875,-0.9197227954864502,-0.17444954812526703,0.3931063711643219,-0.5560263395309448,-0.348252534866333,0.2784211039543152,-0.29010748863220215,-0.32285836338996887,0.22718706727027893,-0.2860138416290283,-0.2557967007160187,0.1443096101284027,-0.9164396524429321,-0.2384950816631317,0.16343380510807037,-0.5989238023757935,-0.3261028826236725,0.10713745653629303,-0.37737712264060974,-0.2877999246120453,0.0861053317785263,-0.3770468235015869,-0.226726695895195
Q,0.0,0.0,0.0,0.16989782452583313,0.06691798567771912,-0.14023134112358093,0.3645237684249878,0.07864843308925629,-0.28155046701431274,0.5202605724334717,0.16710229218006134,-0.42672672867774963,0.6566171050071716,0.31434863805770874,-0.5538358688354492,0.6700052618980408,-0.6347792148590088,-0.11053992807865143,0.8073817491531372,-0.5536087155342102,-0.3077628016471863,0.8610686659812927,-0.368388831615448,-0.4170987010002136,0.8519275784492493,-0.17659083008766174,-0.4614870846271515,0.531731367111206,-0.8369255661964417,-0.12968191504478455,0.6538977026939392,-0.5778018832206726,-0.32072874903678894,0.5104352831840515,-0.24290642142295837,-0.3584534227848053,0.42455148696899414,-0.17262892425060272,-0.33333438634872437,0.3460240066051483,-0.9206541776657104,-0.17731544375419617,0.38426199555397034,-0.5705251693725586,-0.35070693492889404,0.27722200751304626,-0.30138736963272095,-0.3252331614494324,0.23005318641662598,-0.30211764574050903,-0.25987479090690613,0.1408199667930603,-0.9129530787467957,-0.2408282607793808,0.15664204955101013,-0.5995714664459229,-0.32936546206474304,0.10622382909059525,-0.38456135988235474,-0.2930265963077545,0.08825308829545975,-0.3945617973804474,-0.23445136845111847
Q,0.0,0.0,0.0,0.1708347648382187,0.0635836273431778,-0.1394655555486679,0.3671566843986511,0.07442111521959305,-0.279706209897995,0.5230634808540344,0.16176468133926392,-0.4237501919269562,0.6566941738128662,0.3094025254249573,-0.5491382479667664,0.6691529154777527,-0.632969319820404,-0.10990191251039505,0.8048233985900879,-0.5631952881813049,-0.30441761016845703,0.8600150942802429,-0.38071373105049133,-0.40968385338783264,0.8503313660621643,-0.18671931326389313,-0.450640469789505,0.5312501192092896,-0.8375164866447449,-0.1278262585401535,0.6545878052711487,-0.5849671959877014,-0.3167203366756439,0.5103647708892822,-0.2502514719963074,-0.3497995436191559,0.42293667793273926,-0.1789826899766922,-0.3203011155128479,0.3461724519729614,-0.9253576397895813,-0.1743154376745224,0.38192999362945557,-0.5751162171363831,-0.3446090519428253,0.2758008539676666,-0.3056994676589966,-0.31639745831489563,0.22874557971954346,-0.30324020981788635,-0.2489386647939682,0.14131580293178558,-0.921428382396698,-0.23687644302845,0.15042783319950104,-0.6055096387863159,-0.32220542430877686,0.10006708651781082,-0.392508327960968,-0.2853035032749176,0.08249509334564209,-0.40469223260879517,-0.22631709277629852
Q,0.0,0.0,0.0,0.1732642501592636,0.06697939336299896,-0.13688135147094727,0.3770205080509186,0.0808500126004219,-0.2741721272468567,0.5369614958763123,0.17187148332595825,-0.4152609705924988,0.674764096736908,0.31865063309669495,-0.5390291810035706,0.6720172166824341,-0.6283747553825378,-0.1081673726439476,0.8106961846351624,-0.5582553744316101,-0.30304065346717834,0.8707402944564819,-0.37813469767570496,-0.41057345271110535,0.8638260960578918,-0.17991425096988678,-0.45231154561042786,0.5342680811882019,-0.8357530236244202,-0.12678539752960205,0.6653715372085571,-0.5786439180374146,-0.31378310918807983,0.5152758359909058,-0.24387316405773163,-0.34604302048683167,0.4204762578010559,-0.16643667221069336,-0.3156461715698242,0.34766659140586853,-0.9261709451675415,-0.17394188046455383,0.3906480371952057,-0.5676061511039734,-0.3463718593120575,0.2761651873588562,-0.2975897789001465,-0.31962549686431885,0.22235959768295288,-0.2887679934501648,-0.251891165971756,0.13918976485729218,-0.9272490739822388,-0.23642587661743164,0.15491870045661926,-0.6114175319671631,-0.32409781217575073,0.09926151484251022,-0.3854185938835144,-0.28594595193862915,0.07729760557413101,-0.38096722960472107,-0.22502222657203674
Q,0.0,0.0,0.0,0.17869064211845398,0.06750202178955078,-0.12790259718894958,0.3918190598487854,0.07837633788585663,-0.2579241394996643,0.5573984384536743,0.17599770426750183,-0.392284095287323,0.6996029019355774,0.3335638642311096,-0.5116087198257446,0.6730675101280212,-0.6380466222763062,-0.100657157599926,0.8122552037239075,-0.5510731935501099,-0.2934035658836365,0.8730983138084412,-0.3661493957042694,-0.4076527953147888,0.8760090470314026,-0.1685263067483902,-0.4554890990257263,0.5348961353302002,-0.8360517621040344,-0.12208009511232376,0.6626533269882202,-0.569250226020813,-0.30330565571784973,0.5205026865005493,-0.2393774837255478,-0.34096431732177734,0.4292946755886078,-0.1505165547132492,-0.3182815909385681,0.3470550775527954,-0.9195064306259155,-0.17076943814754486,0.39729973673820496,-0.5560593605041504,-0.3396133482456207,0.2842960059642792,-0.2912898659706116,-0.318368136882782,0.2277657389640808,-0.2726379334926605,-0.2561347782611847,0.13841740787029266,-0.9181813597679138,-0.23375999927520752,0.16645215451717377,-0.6081971526145935,-0.319981187582016,0.10747897624969482,-0.37929388880729675,-0.28254756331443787,0.07915284484624863,-0.36206957697868347,-0.22304710745811462
Q,0.0,0.0,0.0,0.18702267110347748,0.07432669401168823,-0.11782237142324448,0.41118210554122925,0.09186741709709167,-0.2424853891134262,0.5861693024635315,0.19902756810188293,-0.3733747899532318,0.7326098680496216,0.3670969605445862,-0.49145984649658203,0.6850109100341797,-0.6339348554611206,-0.09383213520050049,0.8328889012336731,-0.5263068079948425,-0.2839277386665344,0.8977078199386597,-0.3409484326839447,-0.4023582637310028,0.9106413125991821,-0.14618217945098877,-0.45594123005867004,0.5476605892181396,-0.8280532360076904,-0.11998248845338821,0.6831672787666321,-0.549066424369812,-0.2976769804954529,0.5381952524185181,-0.22160354256629944,-0.33841267228126526,0.4417184293270111,-0.12879464030265808,-0.32106882333755493,0.3588763475418091,-0.9083217978477478,-0.17186059057712555,0.4189872741699219,-0.5308275818824768,-0.3370184302330017,0.3001939058303833,-0.26832807064056396,-0.31763601303100586,0.23590469360351562,-0.2523978352546692,-0.25896939635276794,0.15121206641197205,-0.9057775139808655,-0.2372564822435379,0.18774278461933136,-0.5783675909042358,-0.3182513117790222,0.11976853758096695,-0.35556378960609436,-0.2796875536441803,0.07880085706710815,-0.34877628087997437,-0.22187548875808716
Q,0.0,0.0,0.0,0.20204763114452362,0.06319215893745422,-0.09615261852741241,0.44118189811706543,0.06666560471057892,-0.20733892917633057,0.6170524954795837,0.18675799667835236,-0.32780319452285767,0.7514363527297974,0.37893784046173096,-0.4385153651237488,0.678242564201355,-0.6555007696151733,-0.08072584122419357,0.824827253818512,-0.5170811414718628,-0.2556512951850891,0.8914071321487427,-0.32327184081077576,-0.3681754469871521,0.9224609136581421,-0.14015384018421173,-0.42389431595802307,0.536245584487915,-0.8361356854438782,-0.11540274322032928,0.6718162894248962,-0.5320549011230469,-0.27917954325675964,0.5274510979652405,-0.21388694643974304,-0.316764235496521,0.43807247281074524,-0.14072024822235107,-0.304257333278656,0.34630313515663147,-0.9026013612747192,-0.1721215695142746,0.4191131889820099,-0.5082998871803284,-0.3245668113231659,0.30415353178977966,-0.2568203806877136,-0.3040723204612732,0.24118559062480927,-0.2619662880897522,-0.2503077983856201,0.14055733382701874,-0.8911606073379517,-0.24063308537006378,0.18896563351154327,-0.5518909692764282,-0.31035807728767395,0.1279001235961914,-0.34764841198921204,-0.2679767906665802,0.08744876831769943,-0.3660760819911957,-0.21196821331977844
Q,0.0,0.0,0.0,0.22442802786827087,0.07016059756278992,-0.08064643293619156,0.4707706868648529,0.08897905796766281,-0.1924726366996765,0.6490178108215332,0.19899408519268036,-0.31666433811187744,0.780667245388031,0.3630612790584564,-0.43307220935821533,0.6748809814453125,-0.6673778891563416,-0.08146815747022629,0.8362419009208679,-0.4881243109703064,-0.2537432610988617,0.9114700555801392,-0.2880684733390808,-0.3632907569408417,0.9537840485572815,-0.1076229065656662,-0.4187186062335968,0.5296467542648315,-0.8389015197753906,-0.12537406384944916,0.6910642981529236,-0.4953600764274597,-0.2818232476711273,0.5427744388580322,-0.19280406832695007,-0.31523385643959045,0.4535691738128662,-0.15124358236789703,-0.30454525351524353,0.34385237097740173,-0.8935496807098389,-0.1883714497089386,0.4469682276248932,-0.46779170632362366,-0.33922329545021057,0.32647794485092163,-0.22913053631782532,-0.31483641266822815,0.2597552537918091,-0.25979864597320557,-0.2613868713378906,0.14318732917308807,-0.8736185431480408,-0.26106956601142883,0.22427242994308472,-0.5314610004425049,-0.3305124342441559,0.1572178602218628,-0.33064207434654236,-0.28123652935028076,0.104695163667202,-0.35807955265045166,-0.22163952887058258
Q,0.0,0.0,0.0,0.2480800747871399,0.075029157102108,-0.06789866089820862,0.5032356977462769,0.09298332780599594,-0.17344044148921967,0.6848906874656677,0.2014751136302948,-0.2931726276874542,0.81479811668396,0.3621443808078766,-0.4080618619918823,0.6871697306632996,-0.6697560548782349,-0.07437583804130554,0.858867883682251,-0.476691335439682,-0.23909012973308563,0.9446588754653931,-0.2775014638900757,-0.34959718585014343,0.9988873600959778,-0.10235513746738434,-0.41007012128829956,0.5447312593460083,-0.8292133212089539,-0.12519212067127228,0.7195953726768494,-0.47095707058906555,-0.2800973355770111,0.5708978176116943,-0.17555224895477295,-0.3190856873989105,0.47261908650398254,-0.13144604861736298,-0.3149228096008301,0.3628425896167755,-0.8729487657546997,-0.19244687259197235,0.4850183129310608,-0.44331786036491394,-0.3395553231239319,0.36014655232429504,-0.21390758454799652,-0.3192220628261566,0.28363749384880066,-0.24435269832611084,-0.2711487114429474,0.1669684499502182,-0.8429824113845825,-0.26842349767684937,0.2600559592247009,-0.4893241822719574,-0.3370398283004761,0.19160646200180054,-0.2937169373035431,-0.2908569872379303,0.13643918931484222,-0.3188672661781311,-0.23531676828861237
Q,0.0,0.0,0.0,0.26813724637031555,0.06751690804958344,-0.05176936089992523,0.5263201594352722,0.08575907349586487,-0.15362899005413055,0.7191014289855957,0.19431912899017334,-0.27231764793395996,0.8687990307807922,0.3558952212333679,-0.38759875297546387,0.6851834654808044,-0.6778760552406311,-0.07328521460294724,0.8839040398597717,-0.4700910151004791,-0.22558456659317017,0.9821176528930664,-0.272783100605011,-0.32659459114074707,1.0411309003829956,-0.09710637480020523,-0.3844321668148041,0.5456708073616028,-0.8275480270385742,-0.13193784654140472,0.7600098252296448,-0.450225830078125,-0.28583186864852905,0.6048867106437683,-0.16162973642349243,-0.3239494860172272,0.49074041843414307,-0.12192808091640472,-0.3201119005680084,0.37079954147338867,-0.8521550893783569,-0.2029106765985489,0.5359591841697693,-0.4232116937637329,-0.34873440861701965,0.4089454114437103,-0.19841298460960388,-0.32849663496017456,0.31907960772514343,-0.22819310426712036,-0.28122517466545105,0.18316633999347687,-0.7979471683502197,-0.2802991569042206,0.30796265602111816,-0.4540005922317505,-0.3502833843231201,0.248586043715477,-0.2790567874908447,-0.3053452968597412,0.19118724763393402,-0.31357908248901367,-0.2515926957130432
Q,0.0,0.0,0.0,0.26419445872306824,0.06619077920913696,-0.05511389300227165,0.5219084620475769,0.08220216631889343,-0.1588844507932663,0.7167046070098877,0.19064997136592865,-0.27842268347740173,0.868270218372345,0.3489507734775543,-0.39409300684928894,0.6678107380867004,-0.6922370791435242,-0.07477632164955139,0.8709390759468079,-0.4808509349822998,-0.2319817990064621,0.9756911396980286,-0.28139981627464294,-0.3389190435409546,1.0427491664886475,-0.10032878071069717,-0.40110376477241516,0.5285149812698364,-0.8384895324707031,-0.13269206881523132,0.7572829127311707,-0.4598000645637512,-0.293660432100296,0.6015810966491699,-0.16527555882930756,-0.33306601643562317,0.48658138513565063,-0.11638720333576202,-0.32813864946365356,0.358682245016098,-0.8588866591453552,-0.20383386313915253,0.530658483505249,-0.4197536110877991,-0.351657509803772,0.402580589056015,-0.19636747241020203,-0.32872530817985535,0.3114335536956787,-0.22544611990451813,-0.2787606716156006,0.17938439548015594,-0.7997261881828308,-0.2824351489543915,0.3097325563430786,-0.4459228515625,-0.35252639651298523,0.24555204808712006,-0.2752242982387543,-0.3071373999118805,0.18389932811260223,-0.31452676653862,-0.2530331611633301
Q,0.0,0.0,0.0,0.2753608524799347,0.06642726063728333,-0.04726229980587959,0.5408515930175781,0.0760231465101242,-0.14262476563453674,0.7372172474861145,0.17661361396312714,-0.25567564368247986,0.8981630206108093,0.3323097229003906,-0.3656492531299591,0.6839202046394348,-0.683544933795929,-0.06280609220266342,0.8925794363021851,-0.47067564725875854,-0.21291238069534302,0.9998883605003357,-0.27106407284736633,-0.31766456365585327,1.0684990882873535,-0.09515552967786789,-0.379810094833374,0.5466117858886719,-0.8282710313796997,-0.1232173964381218,0.7719393968582153,-0.442962646484375,-0.279934823513031,0.6179830431938171,-0.16280686855316162,-0.3254103660583496,0.4947196841239929,-0.1180877834558487,-0.326736181974411,0.3749612271785736,-0.8456568717956543,-0.19569149613380432,0.5544185638427734,-0.4120076596736908,-0.341386616230011,0.42799052596092224,-0.19076183438301086,-0.3259560167789459,0.3337746858596802,-0.2124810665845871,-0.2820388972759247,0.19288849830627441,-0.7816013097763062,-0.274619996547699,0.3289784789085388,-0.4293530285358429,-0.3458438217639923,0.2687150835990906,-0.2602235674858093,-0.30536967515945435,0.2089141607284546,-0.29298263788223267,-0.25480231642723083
